feature_id;axis;nominal;lie_customer;lse_customer;lie_internal;lse_internal;feature_description;on_accuracy
PART01_01R_X;Pos X;226.2;-3;3;-4.5;4.5;Upper Part Inboard RH Hole - Pos X;True
PART01_01R_Y;Pos Y;326;-3;3;-4.5;4.5;Upper Part Inboard RH Hole - Pos Y;True
PART01_01R_Z;Pos Z;990.2;-3;3;-4.5;4.5;Upper Part Inboard RH Hole - Pos Z;True
PART01_02R_X;Pos X;226.2;-3;3;-4.5;4.5;Upper Part Outboard RH Hole - Pos X;True
PART01_02R_Y;Pos Y;449;-3;3;-4.5;4.5;Upper Part Outboard RH Hole - Pos Y;True
PART01_02R_Z;Pos Z;1052.3;-3;3;-4.5;4.5;Upper Part Outboard RH Hole - Pos Z;True
PART01_01L_X;Pos X;226.2;-3;3;-4.5;4.5;Upper Part Inboard LH Hole - Pos X;True
PART01_01L_Y;Pos Y;-326;-3;3;-4.5;4.5;Upper Part Inboard LH Hole - Pos Y;True
PART01_01L_Z;Pos Z;990.2;-3;3;-4.5;4.5;Upper Part Inboard LH Hole - Pos Z;True
PART01_02L_X;Pos X;226.2;-3;3;-4.5;4.5;Outboard Nut LH - Pos X;TRUE
PART01_02L_Y;Pos Y;-449;-3;3;-4.5;4.5;Outboard Nut LH - Pos Y;TRUE
PART01_02L_Z;Pos Z;1052.3;-3;3;-4.5;4.5;Outboard Nut LH - Pos Z;TRUE
PART01_P1_Y;Dist Y;652;-3;3;-6;6;Lower Part - Outboard vs Outboard Holes - W-Pitch;True
PART01_P5R_X;Dist X;0;-1.5;1.5;-3;3;Inboard Nut vs Outboard Nut RH - L-Pitch;TRUE
PART01_P5R_Y;Dist Y;123;-1;1;-2;2;Inboard Nut vs Outboard Nut RH - W-Pitch;TRUE
PART01_P5R_Z;Dist Z;62.1;-1;1;-2;2;Inboard Nut vs Outboard Nut RH - H-Pitch;TRUE
PART01_P5L_X;Dist X;0;-1.5;1.5;-3;3;Inboard Nut vs Outboard Nut LH - L-Pitch;TRUE
PART01_P5L_Y;Dist Y;123;-1;1;-2;2;Inboard Nut vs Outboard Nut LH - W-Pitch;TRUE
PART01_P5L_Z;Dist Z;62.1;-1;1;-2;2;Inboard Nut vs Outboard Nut LH - H-Pitch;TRUE
PART01_P3R_X;Dist X;193.8;-4;4;-8;8;Inboard Nut vs Cab # 1 RH - L-Pitch;TRUE
PART01_P3R_Z;Dist Z;81.2;-4;4;-8;8;Inboard Nut vs Cab # 1 RH - H-Pitch;TRUE
PART01_P3L_X;Dist X;193.8;-4;4;-8;8;Inboard Nut vs Cab # 1 LH - L-Pitch;TRUE
PART01_P3L_Z;Dist Z;81.2;-4;4;-8;8;Inboard Nut vs Cab # 1 LH - H-Pitch;TRUE
PART02_01R_X;Pos X;420;-4;4;-8;8;Lower Part Inboard RH Hole - Pos X;True
PART02_01R_Y;Pos Y;459.6;-4;4;-8;8;Lower Part Inboard RH Hole - Pos Y;True
PART02_01R_Z;Pos Z;1071.4;-4;4;-8;8;Lower Part Inboard RH Hole - Pos Z;True
PART02_02R_X;Pos X;1527.1;-4;4;-8;8;Lower Part Outboard Hole - Pos X;True
PART02_02R_Y;Pos Y;620.4;-4;4;-8;8;Lower Part Outboard Hole - Pos Y;True
PART02_02R_Z;Pos Z;918;-4;4;-8;8;Lower Part Outboard Hole - Pos Z;True
PART02_01L_X;Pos X;420;-4;4;-8;8;Lower Part Inboard LH Hole - Pos X;True
PART02_01L_Y;Pos Y;-459.6;-4;4;-8;8;Lower Part Inboard LH Hole - Pos Y;True
PART02_01L_Z;Pos Z;1071.4;-4;4;-8;8;Lower Part Inboard LH Hole - Pos Z;True
PART02_02L_X;Pos X;1527.1;-4;4;-8;8;Cab # 2 LH - Pos X;TRUE
PART02_02L_Y;Pos Y;-620.4;-4;4;-8;8;Cab # 2 LH - Pos Y;TRUE
PART02_02L_Z;Pos Z;918;-4;4;-8;8;Cab # 2 LH - Pos Z;TRUE
PART02_P1_X;Dist X;0;-4;4;-8;8;Cab # 1 RH vs Cab # 1 LH - L-Pitch;TRUE
PART02_P1_Y;Dist Y;919.2;-4;4;-8;8;Lower Part - Inboard vs Outboard Holes - W-Pitch;True
PART02_P1_Z;Dist Z;0;-3;3;-6;6;Cab # 1 RH vs Cab # 1 LH - H-Pitch;TRUE
PART02_P2_X;Dist X;1107.1;-4;4;-8;8;Cab # 1 RH vs Cab # 2 RH - L-Pitch;TRUE
PART02_P2_Y;Dist Y;160.8;-4;4;-8;8;Cab # 1 RH vs Cab # 2 RH - W-Pitch;TRUE
PART02_P2_Z;Dist Z;153.4;-3;3;-6;6;Cab # 1 RH vs Cab # 2 RH - H-Pitch;TRUE
PART02_P3_X;Dist X;1107.1;-4;4;-8;8;Cab # 1 RH vs Cab # 2 LH - L-Pitch;TRUE
PART02_P3_Y;Dist Y;1080;-4;4;-8;8;Cab # 1 RH vs Cab # 2 LH - W-Pitch;TRUE
PART02_P10_Z;Dist Z;0;-3;3;-6;6;Cab # 2 RH vs Cab # 2 LH - H-Pitch;TRUE
PART02_P11_Z;Dist Z;153.4;-3;3;-6;6;Cab # 1 LH vs Cab # 2 LH - H-Pitch;TRUE
PART02_P18_Z;Dist Z;0;-4;4;-8;8;A+B (P1_Z + P10_Z);TRUE
PART02_03R_X;Pos X;2695;-4;4;-8;8;Cab # 3 RH - Pos X;TRUE
PART02_03R_Y;Pos Y;625;-4;4;-8;8;Cab # 3 RH - Pos Y;TRUE
PART02_03R_Z;Pos Z;976.9;-4;4;-8;8;Cab # 3 RH - Pos Z;TRUE
PART02_03L_X;Pos X;2695;-4;4;-8;8;Cab # 3 LH - Pos X;TRUE
PART02_03L_Y;Pos Y;-625;-4;4;-8;8;Cab # 3 LH - Pos Y;TRUE
PART02_03L_Z;Pos Z;976.9;-4;4;-8;8;Cab # 3 LH - Pos Z;TRUE
PART02_P4_X;Dist X;2275;-4;4;-8;8;Cab # 1 RH vs Cab # 3 RH - L-Pitch;TRUE
PART02_P4_Y;Dist Y;165.4;-4;4;-8;8;Cab # 1 RH vs Cab # 3 RH - W-Pitch;TRUE
PART02_P5_X;Dist X;2275;-4;4;-8;8;Cab # 1 RH vs Cab # 3 LH - L-Pitch;TRUE
PART02_P5_Y;Dist Y;1084.6;-4;4;-8;8;Cab # 1 RH vs Cab # 3 LH - W-Pitch;TRUE
PART02_P12_Z;Dist Z;58.9;-3;3;-6;6;Cab # 2 RH vs Cab # 3 RH - H-Pitch;TRUE
PART02_P13_Z;Dist Z;0;-4;4;-8;8;Cab # 3 RH vs Cab # 3 LH - H-Pitch;TRUE
PART02_P14_Z;Dist Z;58.9;-3;3;-6;6;Cab # 2 LH vs Cab # 3 LH - H-Pitch;TRUE
PART02_P19_Z;Dist Z;0;-4;4;-8;8;B+C (P10_Z + P13_Z);TRUE
PART02_04R_X;Pos X;3477.3;-4;4;-6;6;Cab # 3 RH - Pos X;TRUE
PART02_04R_Y;Pos Y;636.4;-4;4;-6;6;Cab # 3 RH - Pos Y;TRUE
PART02_04R_Z;Pos Z;1070.6;-4;4;-6;6;Cab # 3 RH - Pos Z;TRUE
PART02_04L_X;Pos X;3477.3;-4;4;-6;6;Cab # 3 LH - Pos X;TRUE
PART02_04L_Y;Pos Y;-636.4;-4;4;-6;6;Cab # 3 LH - Pos Y;TRUE
PART02_04L_Z;Pos Z;1070.6;-4;4;-6;6;Cab # 3 LH - Pos Z;TRUE
PART02_P6_X;Dist X;3057.3;-4;4;-8;8;Cab # 1 RH vs Cab # 3 RH - L-Pitch;TRUE
PART02_P6_Y;Dist Y;176.8;-4;4;-8;8;Cab # 1 RH vs Cab # 3 RH - W-Pitch;TRUE
PART02_P7_X;Dist X;3057.3;-4;4;-8;8;Cab # 1 RH vs Cab # 3 LH - L-Pitch;TRUE
PART02_P7_Y;Dist Y;1096;-4;4;-8;8;Cab # 1 RH vs Cab # 3 LH - W-Pitch;TRUE
PART02_P15_Z;Dist Z;152.6;-3;3;-6;6;Cab # 2 RH vs Cab # 3 RH - H-Pitch;TRUE
PART02_P16_Z;Dist Z;0;-4;4;-8;8;Cab # 3 RH vs Cab # 3 LH - H-Pitch;TRUE
PART02_P17_Z;Dist Z;152.6;-3;3;-6;6;Cab # 2 LH vs Cab # 3 LH - H-Pitch;TRUE
PART02_P20_Z;Dist Z;0;-4;4;-8;8;B+C (P10_Z + P16_Z);TRUE
PART03_02R_X;Pos X;4509;-4;4;-6;6;Deck # 3 RH - Pos X;TRUE
PART03_02R_Y;Pos Y;621.5;-4;4;-6;6;Deck # 3 RH - Pos Y;TRUE
PART03_02R_Z;Pos Z;1196.7;-4;4;-6;6;Deck # 3 RH - Pos Z;TRUE
PART03_02L_X;Pos X;4509;-4;4;-6;6;Deck # 3 LH - Pos X;TRUE
PART03_02L_Y;Pos Y;-621.5;-4;4;-6;6;Deck # 3 LH - Pos Y;TRUE
PART03_02L_Z;Pos Z;1196.7;-4;4;-6;6;Deck # 3 LH - Pos Z;TRUE
PART03_03R_X;Pos X;4930;-4;4;-6;6;Deck # 4 RH - Pos X;TRUE
PART03_03R_Y;Pos Y;621.5;-4;4;-6;6;Deck # 4 RH - Pos Y;TRUE
PART03_03R_Z;Pos Z;1200.2;-4;4;-6;6;Deck # 4 RH - Pos Z;TRUE
PART03_03L_X;Pos X;4930;-4;4;-6;6;Deck # 4 LH - Pos X;TRUE
PART03_03L_Y;Pos Y;-621.5;-4;4;-6;6;Deck # 4 LH - Pos Y;TRUE
PART03_03L_Z;Pos Z;1200.2;-4;4;-6;6;Deck # 4 LH - Pos Z;TRUE
PART03_P20_Z;Dist Z;3.5;-3;3;-6;6;Deck # 3 RH vs Deck # 4 RH - H-Pitch;TRUE
PART03_P22_Z;Dist Z;3.5;-3;3;-6;6;Deck # 3 LH vs Deck # 4 LH - H-Pitch;TRUE
PART03_04R_X;Pos X;2982;-4;4;-8;8;Deck # 1 RH - Pos X;TRUE
PART03_04R_Y;Pos Y;621.5;-4;4;-8;8;Deck # 1 RH - Pos Y;TRUE
PART03_04R_Z;Pos Z;1200.5;-4;4;-8;8;Deck # 1 RH - Pos Z;TRUE
PART03_04L_X;Pos X;2982;-4;4;-8;8;Deck # 1 LH - Pos X;TRUE
PART03_04L_Y;Pos Y;-621.5;-4;4;-8;8;Deck # 1 LH - Pos Y;TRUE
PART03_04L_Z;Pos Z;1200.2;-4;4;-8;8;Deck # 1 LH - Pos Z;TRUE
PART03_05R_X;Pos X;3550;-4;4;-8;8;Deck # 2 RH - Pos X;TRUE
PART03_05R_Y;Pos Y;621.5;-4;4;-8;8;Deck # 2 RH - Pos Y;TRUE
PART03_05R_Z;Pos Z;1200.2;-4;4;-8;8;Deck # 2 RH - Pos Z;TRUE
PART03_06L_X;Pos X;3550;-4;4;-8;8;Deck # 2 LH - Pos X;TRUE
PART03_06L_Y;Pos Y;-621.5;-4;4;-8;8;Deck # 2 LH - Pos Y;TRUE
PART03_06L_Z;Pos Z;1200.2;-4;4;-8;8;Deck # 2 LH - Pos Z;TRUE
PART03_P1_X;Dist X;959;-4;4;-8;8;Deck # 2 RH vs Deck # 3 RH - L-Pitch;TRUE
PART03_P1_Y;Dist Y;0;-4;4;-8;8;Deck # 2 RH vs Deck # 3 RH - W-Pitch;FALSE
PART03_P1_Z;Dist Z;3.5;-4;4;-8;8;Deck # 2 RH vs Deck # 3 RH - H-Pitch;TRUE
PART03_P2_X;Dist X;959;-4;4;-8;8;Deck # 2 RH vs Deck # 3 LH - L-Pitch;TRUE
PART03_P2_Y;Dist Y;1243;-4;4;-8;8;Deck # 2 RH vs Deck # 3 LH - W-Pitch;FALSE
PART03_P2_Z;Dist Z;3.5;-4;4;-8;8;Deck # 2 RH vs Deck # 3 LH - H-Pitch;FALSE
PART03_P3_X;Dist X;1380;-4;4;-8;8;Deck # 2 RH vs Deck # 4 RH - L-Pitch;TRUE
PART03_P3_Y;Dist Y;0;-4;4;-8;8;Deck # 2 RH vs Deck # 4 RH - W-Pitch;FALSE
PART03_P3_Z;Dist Z;0;-4;4;-8;8;Deck # 2 RH vs Deck # 4 RH - H-Pitch;FALSE
PART03_P4_X;Dist X;1380;-4;4;-8;8;Deck # 2 RH vs Deck # 4 LH - L-Pitch;TRUE
PART03_P4_Y;Dist Y;1243;-4;4;-8;8;Deck # 2 RH vs Deck # 4 LH - W-Pitch;FALSE
PART03_P4_Z;Dist Z;0;-4;4;-8;8;Deck # 2 RH vs Deck # 4 LH - H-Pitch;FALSE
PART03_P5_X;Dist X;568;-4;4;-8;8;Deck # 2 RH vs Deck # 1 RH - L-Pitch;TRUE
PART03_P5_Y;Dist Y;0;-4;4;-8;8;Deck # 2 RH vs Deck # 1 RH - W-Pitch;FALSE
PART03_P5_Z;Dist Z;0.3;-4;4;-8;8;Deck # 2 RH vs Deck # 1 RH - H-Pitch;FALSE
PART03_P6_X;Dist X;568;-4;4;-8;8;Deck # 2 RH vs Deck # 1 LH - L-Pitch;TRUE
PART03_P6_Y;Dist Y;1243;-4;4;-8;8;Deck # 2 RH vs Deck # 1 LH - W-Pitch;FALSE
PART03_P6_Z;Dist Z;0;-4;4;-8;8;Deck # 2 RH vs Deck # 1 LH - H-Pitch;FALSE
PART03_P7_X;Dist X;0;-2;2;-4;4;Deck # 2 RH vs Deck # 2 LH - L-Pitch;TRUE
PART03_P7_Y;Dist Y;1243;-4;4;-8;8;Deck # 2 RH vs Deck # 2 LH - W-Pitch;FALSE
PART03_P7_Z;Dist Z;0;-4;4;-8;8;Deck # 2 RH vs Deck # 2 LH - H-Pitch;FALSE
PART03_P8_X;Dist X;3130;-4;4;-8;8;Deck # 2 RH vs Cab # 1 RH - L-Pitch;TRUE
PART03_P8_Y;Dist Y;161.9;-4;4;-8;8;Deck # 2 RH vs Cab # 1 RH - W-Pitch;FALSE
PART03_P8_Z;Dist Z;128.8;-4;4;-8;8;Deck # 2 RH vs Cab # 1 RH - H-Pitch;FALSE
PART03_P23_Y;Dist Y;1081.1;-3.5;3.5;-7;7;Deck # 2 LH vs Cab # 1 RH - W-Pitch;TRUE
PART03_P25_Y;Dist Y;1243;-4;4;-8;8;Deck # 2 LH vs Deck # 1 RH - W-Pitch;TRUE
PART03_P26_Y;Dist Y;0;-4;4;-8;8;Deck # 2 LH vs Deck # 1 LH - W-Pitch;TRUE
PART03_P27_Y;Dist Y;1243;-4;4;-8;8;Deck # 2 LH vs Deck # 3 RH - W-Pitch;TRUE
PART03_P28_Y;Dist Y;0;-4;4;-8;8;Deck # 2 LH vs Deck # 3 LH - W-Pitch;TRUE
PART03_P29_Y;Dist Y;1243;-5;5;-10;10;Deck # 2 LH vs Deck # 4 RH - W-Pitch;TRUE
PART03_P30_Y;Dist Y;0;-5;5;-10;10;Deck # 2 LH vs Deck # 4 LH - W-Pitch;TRUE
PART03_P31_Y;Dist Y;3.5;-3;3;-6;6;Deck # 2 LH vs Cab # 3 LH - W-Pitch;TRUE
PART03_P28_Z;Dist Z;3.5;-3;3;-6;6;Deck # 2 LH vs Deck # 3 LH - H-Pitch;TRUE
PART03_01R_X;Pos X;3695;-4;4;-6;6;Deck # 1 RH - Pos X;TRUE
PART03_01R_Y;Pos Y;549;-4;4;-6;6;Deck # 1 RH - Pos Y;TRUE
PART03_01R_Z;Pos Z;1176.9;-4;4;-6;6;Deck # 1 RH - Pos Z;TRUE
PART03_01L_X;Pos X;3695;-4;4;-6;6;Deck # 1 LH - Pos X;TRUE
PART03_01L_Y;Pos Y;-549;-4;4;-6;6;Deck # 1 LH - Pos Y;TRUE
PART03_01L_Z;Pos Z;1176.9;-4;4;-6;6;Deck # 1 LH - Pos Z;TRUE
PART03_P9_X;Dist X;0;-4;4;-8;8;Deck # 1 RH vs Deck # 1 LH - L-Pitch;TRUE
PART03_P9_Y;Dist Y;1098;-2;2;-4;4;Deck # 1 RH vs Deck # 1 LH - W-Pitch;FALSE
PART03_P9_Z;Dist Z;0;-4;4;-8;8;Deck # 1 RH vs Deck # 1 LH - H-Pitch;FALSE
PART03_P10_X;Dist X;814;-4;4;-8;8;Deck # 1 RH vs Deck # 3 RH - L-Pitch;TRUE
PART03_P10_Y;Dist Y;72.5;-4;4;-8;8;Deck # 1 RH vs Deck # 3 RH - W-Pitch;FALSE
PART03_P10_Z;Dist Z;19.8;-4;4;-8;8;Deck # 1 RH vs Deck # 3 RH - H-Pitch;TRUE
PART03_P11_X;Dist X;814;-4;4;-8;8;Deck # 1 RH vs Deck # 3 LH - L-Pitch;TRUE
PART03_P11_Y;Dist Y;1170.5;-4;4;-8;8;Deck # 1 RH vs Deck # 3 LH - W-Pitch;FALSE
PART03_P11_Z;Dist Z;19.8;-4;4;-8;8;Deck # 1 RH vs Deck # 3 LH - H-Pitch;FALSE
PART03_P12_X;Dist X;1235;-4;4;-8;8;Deck # 1 RH vs Deck # 4 RH - L-Pitch;TRUE
PART03_P12_Y;Dist Y;72.5;-4;4;-8;8;Deck # 1 RH vs Deck # 4 RH - W-Pitch;FALSE
PART03_P12_Z;Dist Z;23.3;-4;4;-8;8;Deck # 1 RH vs Deck # 4 RH - H-Pitch;FALSE
PART03_P13_X;Dist X;1235;-4;4;-8;8;Deck # 1 RH vs Deck # 4 LH - L-Pitch;TRUE
PART03_P13_Y;Dist Y;1170.5;-4;4;-8;8;Deck # 1 RH vs Deck # 4 LH - W-Pitch;TRUE
PART03_P13_Z;Dist Z;23.3;-4;4;-8;8;Deck # 1 RH vs Deck # 4 LH - H-Pitch;TRUE
PART03_P14_X;Dist X;3275;-4;4;-8;8;Deck # 1 RH vs Cab # 1 RH - L-Pitch;TRUE
PART03_P14_Y;Dist Y;89.4;-4;4;-8;8;Deck # 1 RH vs Cab # 1 RH - W-Pitch;FALSE
PART03_P14_Z;Dist Z;105.5;-4;4;-8;8;Deck # 1 RH vs Cab # 1 RH - H-Pitch;FALSE
PART03_P15_Y;Dist Y;1008.6;-3.5;3.5;-7;7;Deck # 1 LH vs Cab # 1 RH - W-Pitch;TRUE
PART03_P16_Y;Dist Y;1170.5;-4;4;-8;8;Deck # 1 LH vs Deck # 3 RH - W-Pitch;TRUE
PART03_P17_Y;Dist Y;72.5;-4;4;-8;8;Deck # 1 LH vs Deck # 3 LH - W-Pitch;TRUE
PART03_P18_Y;Dist Y;1170.5;-4;4;-8;8;Deck # 1 LH vs Deck # 4 RH - W-Pitch;TRUE
PART03_P19_Y;Dist Y;72.5;-4;4;-8;8;Deck # 1 LH vs Deck # 4 LH - W-Pitch;TRUE
PART03_P17_Z;Dist Z;19.8;-3;3;-6;6;Deck # 1 LH vs Deck # 3 LH - H-Pitch;TRUE
PART04_01R_X;Pos X;953;-4;4;-5;5;Center Hole RH - Pos X;FALSE
PART04_01R_Y;Pos Y;458.8;-4;4;-5;5;Center Hole RH - Pos Y;FALSE
PART04_01R_Z;Pos Z;1291.1;-3;3;-3.75;3.75;Center Hole RH - Pos Z;FALSE
PART04_02R_X;Pos X;953;-4;4;-5;5;Inboard Hole RH - Pos X;TRUE
PART04_02R_Y;Pos Y;407.2;-4;4;-5;5;Inboard Hole RH - Pos Y;TRUE
PART04_02R_Z;Pos Z;1277;-3;3;-3.75;3.75;Inboard Hole RH - Pos Z;TRUE
PART04_03R_X;Pos X;907.1;-4;4;-8;8;Front Hole RH - Pos X;TRUE
PART04_03R_Y;Pos Y;486;-4;4;-8;8;Front Hole RH - Pos Y;TRUE
PART04_03R_Z;Pos Z;1288;-3;3;-6;6;Front Hole RH - Pos Z;TRUE
PART04_04R_X;Pos X;998.9;-4;4;-8;8;Rear Hole RH - Pos X;TRUE
PART04_04R_Y;Pos Y;486;-4;4;-8;8;Rear Hole RH - Pos Y;TRUE
PART04_04R_Z;Pos Z;1288;-3;3;-6;6;Rear Hole RH - Pos Z;TRUE
PART04_01L_X;Pos X;953;-4;4;-5;5;Center Hole LH - Pos X;FALSE
PART04_01L_Y;Pos Y;-458.8;-4;4;-5;5;Center Hole LH - Pos Y;FALSE
PART04_01L_Z;Pos Z;1291.1;-3;3;-3.75;3.75;Center Hole LH - Pos Z;FALSE
PART04_02L_X;Pos X;953;-4;4;-5;5;Inboard Hole LH - Pos X;TRUE
PART04_02L_Y;Pos Y;-407.2;-4;4;-5;5;Inboard Hole LH - Pos Y;TRUE
PART04_02L_Z;Pos Z;1277;-3;3;-3.75;3.75;Inboard Hole LH - Pos Z;TRUE
PART04_03L_X;Pos X;907.1;-4;4;-8;8;Front Hole LH - Pos X;TRUE
PART04_03L_Y;Pos Y;-486;-4;4;-8;8;Front Hole LH - Pos Y;TRUE
PART04_03L_Z;Pos Z;1288;-3;3;-6;6;Front Hole LH - Pos Z;TRUE
PART04_04L_X;Pos X;998.9;-4;4;-8;8;Rear Hole LH - Pos X;TRUE
PART04_04L_Y;Pos Y;-486;-4;4;-8;8;Rear Hole LH - Pos Y;TRUE
PART04_04L_Z;Pos Z;1288;-3;3;-6;6;Rear Hole LH - Pos Z;TRUE
PART05_01R_X;Pos X;864.8;-4;4;-8;8;Front Hole RH - Pos X;TRUE
PART05_01R_Y;Pos Y;389.2;-3;3;-6;6;Front Hole RH - Pos Y;TRUE
PART05_01R_Z;Pos Z;1241.4;-3;3;-6;6;Front Hole RH - Pos Z;TRUE
PART05_02R_X;Pos X;1045.8;-4;4;-8;8;Rear Hole RH - Pos X;TRUE
PART05_02R_Y;Pos Y;389.2;-3;3;-6;6;Rear Hole RH - Pos Y;TRUE
